Query ID, AP@10, AP@20, NDCG@10, NDCG@20
126,Swine flu vaccine,0.6083333333333333,0.6539299727988361,0.3109107416300326,0.35025004178795505,
127,Rare cosmic events,0.4511904761904762,0.4197759103641457,0.21270769805292153,0.17699598233943975,
128,Godhra train attack,1.0,1.0,0.8497099494824042,0.8497099494824042,
129,Michael Jackson's untimely death,0.7602678571428572,0.7852091717849321,0.44970199983840003,0.4954000279216609,
130,Price hike of petroleum products,0.7321428571428571,0.6571428571428571,0.5075768825116266,0.5437100626322123,
131,Abduction and murder of journalists,0.594047619047619,0.6416842270349059,0.36930856288549263,0.43191266497507785,
132,Barack Obama's victory,0.16666666666666666,0.16666666666666666,0.036811610171821725,0.0911581273850067,
133,Torture at the Abu Ghraib prison,0.9060405643738976,0.9160125141742788,0.7089829953706305,0.7509927033071587,
134,Ban slapped on SIMI,0.875,0.7588235294117647,0.47275641177627986,0.4457005981879048,
135,India's agriculture-friendly central budget,0.0,0.0,0.0,0.0,
136,Piracy in the world of entertainment,0.9159722222222222,0.8524479157384953,0.6858323043182308,0.5949905905584552,
137,The death of LTTE head,0.6666666666666666,0.5595238095238095,0.284857663679587,0.3059969170435044,
138,India's Women's Reservation Bill,0.0,0.0,0.0,0.0,
139,Vanquishing the Somali pirates,0.7469246031746031,0.7881174026781612,0.3859100526558515,0.423108406931563,
140,Search for life and water in space,0.8444444444444443,0.7447545531523859,0.5328126049972803,0.5491100139972561,
141,Birth of cloned human babies,0.7321428571428571,0.5632608306480487,0.511855234488605,0.4370840330124402,
142,Illegal felling of trees,0.6083333333333333,0.5367327117327118,0.4659742461229453,0.47785385412559994,
143,TATA's car, Nano,1.0,0.963942242064017,0.5648553094658558,0.6503340742600366,
144,Bhopal gas tragedy,0.35624999999999996,0.4122876636034531,0.332240310821294,0.5423286917475407,
145,Assassination of Benazir Bhutto,0.6,0.5625,0.23991043577875523,0.1933554039713618,
146,Ram Janmabhoomi verdict,0,0,0,0,
147,Cyber crime in India,0.7856701940035273,0.780954176542412,0.7630580350738448,0.681959614978158,
148,Popularity of social networking sites,1.0,0.9852889124255425,0.8407328670087425,0.7632794770087767,
149,Commonwealth Games in Delhi,0.22619047619047616,0.27084974340613444,0.1414141727007335,0.311326691427361,
150,Bill Gates' philanthropic endeavours,0.8875,0.7011904761904763,0.3727799460651136,0.3337033586472493,
151,An Indian wins the Nobel Prize for Chemistry,1.0,0.9739721590035261,0.860381304627477,0.8683522969724553,
152,Successful missile test in India,1.0,1.0,0.795527599723856,0.7828182634482717,
153,Structure of the Solar System,0.6087301587301587,0.5413468567251462,0.3863262716537964,0.36184710895742345,
154,A. Raja and the 2G Spectrum scam,1.0,1.0,1.0,1.0,
155,Attack on the Taj in Mumbai,0.44666666666666666,0.48884370015948964,0.3363515876040913,0.3089845536501331,
156,Shashi Tharoor in the IPL controversy,0.8520408163265306,0.8080357142857143,0.8202155908720392,0.8784468144859063,
157,Successful Indian films,1.0,0.425,0.10108674159687966,0.13756419230697708,
158,America's attack on Afghanistan,0.3611111111111111,0.283187134502924,0.12517520703837354,0.13201689147423726,
159,Sheikh Hasina in the 2008 elections,0.4777777777777777,0.4208333333333333,0.20863434725308636,0.15632034462570998,
160,Iraq War 2003,0.1,0.10555555555555556,0.02864500048383833,0.03889459141575714,
161,George Bush's anti-terrorism operations,0.30634920634920637,0.34094304388422036,0.15122262745231946,0.2159870530408083,
162,Catastrophic tornadoes,1.0,1.0,0.7385643262290282,0.6911738764937913,
163,Tiger conservation in India,0.9765432098765433,0.935019740607976,0.5934563297432653,0.6571259271513334,
164,Michael Jackson and child abuse,0.5845238095238094,0.6492731627347011,0.5229375196177732,0.5028176432149437,
165,Marriage or divorce laws,0.5,0.5,0.19592555128191605,0.18105765810784558,
166,The Kanishka air disaster,0.0,0.0625,0.0,0.028368478423793437,
167,Chechen rebels and the government,1.0,0.9695968583511837,0.6795465579998087,0.6697370616430761,
168,Suu Kyi under house arrest,0.666156462585034,0.7352922353381913,0.30799460763675596,0.449220152934308,
169,Naxalite attacks,0,0,0,0,
170,Development of Indian Hockey,0.2777777777777778,0.25128384687208216,0.1304563162632015,0.17398286760697623,
171,Prime witness in the Best Bakery case,0,0,0,0,
172,Female foeticide in India,1.0,1.0,0.7736040295805534,0.7736040295805534,
173,2008 Olympics,0.0,0.10101010101010101,0.0,0.049195526657447974,
174,International economic slump,0.0,0.07692307692307693,0.0,0.03459004927925468,
175,Sachin Tendulkar's record of runs in Test Cricket,0.8273809523809524,0.7773609414321488,0.5672536825242911,0.5781497622758021,
Average,,0.588976842403628,0.5633414549560682,0.3872801046815762,0.40141032858949866,
